feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,Class
0.4056800256930103,0.1664648589452357,0.8159991485552842,-0.3047386549232578,0.3828677458566726,0.5035425644368313,0.2968777971031614,0
-0.6738397121404611,-0.578204948373412,-0.6865587205831102,0.15967923824733932,-0.6322551814494947,0.45075446005875985,-0.4081979382867158,1
-1.573447788350771,-1.7432462967671594,-2.171107978387426,-0.16208478980922922,-1.5660238981553922,-0.3713528001337071,-1.9629295657860037,0
2.6438258875701925,1.889362495849658,2.4042491378669752,0.4080180110069413,2.50147291676895,1.5960093229767467,1.8823865118270335,1
0.6118443571657481,0.9741741398737725,0.17380006037150084,1.0603428585940995,0.5865144796885211,0.4956031013572149,0.7717918182964789,1
-1.2220352730752122,-1.2339359562506147,-1.469071314495831,-0.06444256900303937,-1.2025420237659212,0.44312319316944604,-1.3535119604891237,0
-0.2895056023521165,-0.0672959746911252,-0.4197784939290162,0.5928945653604152,-0.3193050525817322,1.0932388649476876,-0.28286101406907616,0
0.807781345218414,1.1795098367249524,0.29872931761937077,1.1175078365021036,0.768053574854622,0.45798370742895295,0.8780987708083291,1
-0.08742225462850713,-0.4266435630243454,0.6539920919025841,-1.4215746769117104,-0.09573532321759351,1.4237352107896508,-0.11334711593823983,0
0.20922047264807792,0.19258991098509687,0.3461862036993405,0.21148514044187916,0.17746379906965193,-0.49743107775967144,0.14690569658876612,0
0.2627460582845123,0.5126513776176419,0.10941827325690483,0.7527216587751704,0.2939860148943815,-1.5335865968832527,0.5201831767049371,1
0.010770195823082888,-0.12186049936758689,0.38282574135390485,-0.3140812083625626,0.013021911034956174,0.7284234207254197,0.08777203217539041,0
0.26774775178191973,0.28021089959686774,0.39561252957305665,0.27774686177599767,0.2508868052506309,-0.20975886781658387,0.31636272517397496,1
-0.9842930856412307,-1.1623598680314906,-0.734556712123086,-1.2193665304888543,-0.9820355440128259,-0.7226028336062931,-1.0717802314477203,0
0.3471527465591685,0.6919970742509695,0.0745421273415519,0.9237276543222123,0.35145162775271555,-2.277294164178346,0.570335007255682,1
-0.304933711647602,-0.4307412440303053,0.06265968052147682,-0.5195229806838413,-0.3113263559204098,0.8859921977876773,-0.33956705975345414,1
2.457867402465091,1.9127912077055242,2.0956816707470027,0.6079915484890229,2.320266267297071,0.27913498543181375,1.816776827905263,1
-0.9249446329481131,-0.8804728802689493,-1.0433061666675267,0.06599522518845723,-0.9335934571405111,0.11305666500560692,-1.0433312412472837,0
-0.48803053131886387,-0.4516220100014481,-0.265394380345507,-0.13070766789645571,-0.45575026393875195,-0.020533311088495647,-0.3002666493778637,0
-0.7278132106274096,-0.7320581008501706,-0.6559843746386476,-0.1670622013220817,-0.7271921732708252,-0.019935559826279786,-0.6746815204065957,0
-1.235497542637886,-1.3753744681403508,-1.3653846614754026,-0.6468703754449302,-1.2333882349654979,0.7085829843773249,-1.4291804452938577,0
